enrollment_id,student_id,course_id,course_code,term,enrollment_date,role,status,final_grade
ENR000707,KOI000226,SEC401_Semester_2_2024,SEC401,Semester 2 2024,2024-10-23,Student,Enrolled,96.8
ENR000708,KOI000226,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-04-26,Student,Enrolled,79.1
ENR000709,KOI000226,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-02-12,Student,Withdrawn,70.2
ENR000710,KOI000226,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-10-01,Student,Enrolled,53.1
ENR000711,KOI000227,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-02-29,Student,Enrolled,
ENR000712,KOI000227,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-03-09,Student,Enrolled,61.8
ENR000713,KOI000227,MATH101_Semester_1_2024,MATH101,Semester 1 2024,2024-03-17,Student,Withdrawn,65.9
ENR000714,KOI000227,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2024-12-25,Student,Completed,71.8
ENR000715,KOI000227,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-09-07,Student,Enrolled,73.7
ENR000716,KOI000229,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2024-12-26,Student,Enrolled,57.7
ENR000717,KOI000229,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-04-13,Student,Enrolled,
ENR000718,KOI000229,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2025-02-13,Student,Enrolled,57.2
ENR000719,KOI000230,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-06-12,Student,Enrolled,70.8
ENR000720,KOI000230,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-06-07,Student,Completed,84.8
ENR000721,KOI000230,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2024-12-19,Student,Completed,72.7
ENR000722,KOI000230,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2025-01-31,Student,Completed,72.5
ENR000723,KOI000231,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-01-19,Student,Enrolled,92.3
ENR000724,KOI000231,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2025-01-22,Student,Enrolled,63.5
ENR000725,KOI000231,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-02-26,Student,Withdrawn,51.7
ENR000726,KOI000231,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2024-12-16,Student,Enrolled,85.2
ENR000727,KOI000232,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-07-18,Student,Enrolled,
ENR000728,KOI000232,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-04-29,Student,Withdrawn,99.2
ENR000729,KOI000232,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-02-14,Student,Enrolled,53.9
ENR000730,KOI000233,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2025-02-06,Student,Enrolled,77.0
ENR000731,KOI000233,NET301_Semester_1_2024,NET301,Semester 1 2024,2024-06-12,Student,Withdrawn,52.6
ENR000732,KOI000233,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-05-17,Student,Enrolled,50.5
ENR000733,KOI000233,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-11-02,Student,Completed,73.5
ENR000734,KOI000233,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2025-01-04,Student,Enrolled,98.0
ENR000735,KOI000234,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-02-26,Student,Withdrawn,86.3
ENR000736,KOI000234,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-10-16,Student,Withdrawn,
ENR000737,KOI000234,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2024-12-20,Student,Completed,78.6
ENR000738,KOI000234,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2024-12-20,Student,Enrolled,81.2
ENR000739,KOI000235,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-08-05,Student,Enrolled,63.9
ENR000740,KOI000235,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2025-02-11,Student,Enrolled,63.8
ENR000741,KOI000235,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2024-12-31,Student,Enrolled,
ENR000742,KOI000235,BUS101_Summer_2024/25,BUS101,Summer 2024/25,2025-02-09,Student,Enrolled,95.5
ENR000743,KOI000236,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-05-18,Student,Enrolled,
ENR000744,KOI000236,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-04-14,Student,Enrolled,90.0
ENR000745,KOI000236,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-09-05,Student,Enrolled,54.2
ENR000746,KOI000236,DATA301_Summer_2024/25,DATA301,Summer 2024/25,2025-01-27,Student,Enrolled,91.1
ENR000747,KOI000236,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-04-04,Student,Completed,70.6
ENR000748,KOI000237,NET301_Semester_1_2024,NET301,Semester 1 2024,2024-05-14,Student,Enrolled,
ENR000749,KOI000237,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-05-05,Student,Enrolled,
ENR000750,KOI000237,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-08-02,Student,Enrolled,55.8
ENR000751,KOI000237,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-09-26,Student,Enrolled,73.8
ENR000752,KOI000238,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2025-01-16,Student,Completed,69.5
ENR000753,KOI000238,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-04-04,Student,Enrolled,
ENR000754,KOI000238,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-08-31,Student,Completed,
ENR000755,KOI000238,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-01-02,Student,Completed,65.8
ENR000756,KOI000240,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-07-23,Student,Enrolled,71.6
ENR000757,KOI000240,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-01-03,Student,Enrolled,63.4
ENR000758,KOI000240,COMP301_Semester_1_2024,COMP301,Semester 1 2024,2024-05-05,Student,Enrolled,
ENR000759,KOI000240,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-10-14,Student,Withdrawn,88.7
ENR000760,KOI000240,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-08-30,Student,Enrolled,79.4
ENR000761,KOI000241,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-06-08,Student,Enrolled,50.5
ENR000762,KOI000241,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-04-30,Student,Enrolled,50.6
ENR000763,KOI000241,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-10-18,Student,Enrolled,84.3
ENR000764,KOI000243,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2024-12-24,Student,Enrolled,
ENR000765,KOI000243,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-10-06,Student,Withdrawn,
ENR000766,KOI000243,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-02-29,Student,Withdrawn,91.8
ENR000767,KOI000243,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-07-29,Student,Withdrawn,85.4
ENR000768,KOI000244,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2024-12-12,Student,Completed,95.0
ENR000769,KOI000244,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-01-25,Student,Withdrawn,59.2
ENR000770,KOI000244,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2024-12-15,Student,Enrolled,62.7
ENR000771,KOI000245,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-04-10,Student,Enrolled,84.6
ENR000772,KOI000245,COMP201_Semester_2_2024,COMP201,Semester 2 2024,2024-10-02,Student,Enrolled,
ENR000773,KOI000245,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-07-23,Student,Enrolled,
ENR000774,KOI000245,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2024-12-21,Student,Enrolled,66.6
ENR000775,KOI000246,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-10-13,Student,Completed,
ENR000776,KOI000246,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-10-03,Student,Enrolled,58.9
ENR000777,KOI000246,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2025-01-22,Student,Completed,
ENR000778,KOI000247,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-07-29,Student,Enrolled,85.8
ENR000779,KOI000247,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-03-16,Student,Enrolled,
ENR000780,KOI000247,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-10-29,Student,Enrolled,62.5
ENR000781,KOI000247,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-05-21,Student,Completed,
ENR000782,KOI000247,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2025-02-09,Student,Completed,
ENR000783,KOI000248,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-03-23,Student,Enrolled,95.2
ENR000784,KOI000248,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2024-12-23,Student,Withdrawn,
ENR000785,KOI000248,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-04-07,Student,Completed,70.2
ENR000786,KOI000248,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-04-08,Student,Enrolled,50.2
ENR000787,KOI000248,NET301_Summer_2024/25,NET301,Summer 2024/25,2025-01-07,Student,Completed,
ENR000788,KOI000249,DATA301_Semester_2_2024,DATA301,Semester 2 2024,2024-08-02,Student,Enrolled,97.9
ENR000789,KOI000249,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-03-04,Student,Enrolled,92.7
ENR000790,KOI000249,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-09-02,Student,Enrolled,
ENR000791,KOI000249,SEC401_Semester_2_2024,SEC401,Semester 2 2024,2024-07-17,Student,Completed,64.5
ENR000792,KOI000249,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-11-06,Student,Enrolled,
ENR000793,KOI000250,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-05-15,Student,Enrolled,94.8
ENR000794,KOI000250,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-03-20,Student,Enrolled,94.3
ENR000795,KOI000250,WEB201_Semester_1_2024,WEB201,Semester 1 2024,2024-04-20,Student,Completed,57.0
ENR000796,KOI000251,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-11-06,Student,Enrolled,53.1
ENR000797,KOI000251,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-10-10,Student,Withdrawn,75.0
ENR000798,KOI000251,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-08-24,Student,Completed,50.8
ENR000799,KOI000252,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-03-15,Student,Enrolled,60.6
ENR000800,KOI000252,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-05-02,Student,Withdrawn,83.9
ENR000801,KOI000252,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2024-12-24,Student,Withdrawn,
ENR000802,KOI000252,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-08-07,Student,Withdrawn,
ENR000803,KOI000253,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2024-12-11,Student,Completed,73.6
ENR000804,KOI000253,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2025-02-18,Student,Withdrawn,
ENR000805,KOI000253,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-04-14,Student,Enrolled,
ENR000806,KOI000254,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-06-09,Student,Completed,91.8
ENR000807,KOI000254,SEC401_Semester_2_2024,SEC401,Semester 2 2024,2024-08-30,Student,Enrolled,55.3
ENR000808,KOI000254,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-07-23,Student,Completed,80.8
ENR000809,KOI000254,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-01-17,Student,Enrolled,71.3
ENR000810,KOI000254,COMP301_Semester_1_2024,COMP301,Semester 1 2024,2024-04-19,Student,Completed,98.8
ENR000811,KOI000255,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-10-28,Student,Enrolled,79.7
ENR000812,KOI000255,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2024-12-18,Student,Enrolled,
ENR000813,KOI000255,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-02-03,Student,Enrolled,
ENR000814,KOI000255,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2025-02-13,Student,Completed,
ENR000815,KOI000255,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-02-07,Student,Enrolled,71.9
ENR000816,KOI000256,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-02-10,Student,Withdrawn,57.9
ENR000817,KOI000256,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2024-12-02,Student,Completed,
ENR000818,KOI000256,COMP301_Semester_1_2024,COMP301,Semester 1 2024,2024-05-31,Student,Enrolled,
ENR000819,KOI000256,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-02-19,Student,Enrolled,79.7
ENR000820,KOI000256,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-08-26,Student,Enrolled,90.4
ENR000821,KOI000257,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-02-17,Student,Enrolled,70.6
ENR000822,KOI000257,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2025-01-10,Student,Enrolled,51.9
ENR000823,KOI000257,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-09-17,Student,Enrolled,80.6
ENR000824,KOI000257,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-03-16,Student,Enrolled,89.1
ENR000825,KOI000260,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-10,Student,Enrolled,
ENR000826,KOI000260,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-06-02,Student,Withdrawn,80.9
ENR000827,KOI000260,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2025-01-27,Student,Withdrawn,73.2
ENR000828,KOI000260,NET301_Semester_1_2024,NET301,Semester 1 2024,2024-04-10,Student,Enrolled,
ENR000829,KOI000261,COMP301_Semester_2_2024,COMP301,Semester 2 2024,2024-11-03,Student,Completed,58.0
ENR000830,KOI000261,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2024-12-28,Student,Enrolled,
ENR000831,KOI000261,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-02-26,Student,Enrolled,
ENR000832,KOI000263,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-10-05,Student,Completed,
ENR000833,KOI000263,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-05-03,Student,Enrolled,58.8
ENR000834,KOI000263,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-05-05,Student,Enrolled,55.8
ENR000835,KOI000263,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-05-23,Student,Enrolled,79.6
ENR000836,KOI000264,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-01-25,Student,Enrolled,
ENR000837,KOI000264,WEB201_Semester_1_2024,WEB201,Semester 1 2024,2024-03-28,Student,Enrolled,54.9
ENR000838,KOI000264,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2024-12-04,Student,Completed,68.8
ENR000839,KOI000264,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-08-02,Student,Enrolled,
ENR000840,KOI000265,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-11-03,Student,Withdrawn,69.4
ENR000841,KOI000265,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-03-01,Student,Enrolled,59.7
ENR000842,KOI000265,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-04-19,Student,Enrolled,60.1
ENR000843,KOI000265,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-04-03,Student,Enrolled,
ENR000844,KOI000265,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-08-17,Student,Withdrawn,
ENR000845,KOI000266,COMP301_Semester_2_2024,COMP301,Semester 2 2024,2024-08-14,Student,Enrolled,61.0
ENR000846,KOI000266,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2024-12-24,Student,Enrolled,89.5
ENR000847,KOI000266,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-02-11,Student,Withdrawn,78.9
ENR000848,KOI000267,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2024-12-06,Student,Enrolled,91.8
ENR000849,KOI000267,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2025-02-11,Student,Enrolled,
ENR000850,KOI000267,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-19,Student,Completed,62.3
ENR000851,KOI000267,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-04-04,Student,Enrolled,61.1
ENR000852,KOI000267,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-08-24,Student,Withdrawn,95.7
ENR000853,KOI000268,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-21,Student,Withdrawn,
ENR000854,KOI000268,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2024-12-14,Student,Withdrawn,90.5
ENR000855,KOI000268,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-04-23,Student,Enrolled,62.0
ENR000856,KOI000270,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-05-25,Student,Enrolled,
ENR000857,KOI000270,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-03-08,Student,Enrolled,
ENR000858,KOI000270,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-02-04,Student,Enrolled,
ENR000859,KOI000270,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-10-10,Student,Enrolled,
ENR000860,KOI000270,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-23,Student,Completed,87.4
ENR000861,KOI000271,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2025-01-31,Student,Completed,
ENR000862,KOI000271,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-08-10,Student,Enrolled,85.2
ENR000863,KOI000271,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2024-12-05,Student,Enrolled,53.5
ENR000864,KOI000273,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-03-19,Student,Enrolled,80.6
ENR000865,KOI000273,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-04-05,Student,Withdrawn,89.4
ENR000866,KOI000273,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-01-06,Student,Enrolled,66.8
ENR000867,KOI000273,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-04-24,Student,Enrolled,95.5
ENR000868,KOI000273,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-05-19,Student,Enrolled,55.5
ENR000869,KOI000274,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2024-12-16,Student,Enrolled,
ENR000870,KOI000274,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-03-09,Student,Withdrawn,78.0
ENR000871,KOI000274,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-02-20,Student,Enrolled,
ENR000872,KOI000274,DATA301_Summer_2024/25,DATA301,Summer 2024/25,2024-12-17,Student,Enrolled,
ENR000873,KOI000275,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2025-01-16,Student,Withdrawn,85.1
ENR000874,KOI000275,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-05-09,Student,Enrolled,94.9
ENR000875,KOI000275,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2024-12-02,Student,Withdrawn,63.9
ENR000876,KOI000276,DATA301_Summer_2024/25,DATA301,Summer 2024/25,2024-12-18,Student,Completed,91.5
ENR000877,KOI000276,DATA301_Semester_2_2024,DATA301,Semester 2 2024,2024-09-25,Student,Completed,83.9
ENR000878,KOI000276,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-07-21,Student,Withdrawn,72.6
ENR000879,KOI000277,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-06-08,Student,Enrolled,72.9
ENR000880,KOI000277,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-08-18,Student,Enrolled,58.9
ENR000881,KOI000277,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-02-06,Student,Enrolled,
ENR000882,KOI000277,COMP201_Semester_2_2024,COMP201,Semester 2 2024,2024-10-04,Student,Enrolled,
ENR000883,KOI000278,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-08-05,Student,Withdrawn,51.1
ENR000884,KOI000278,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-03-13,Student,Completed,77.1
ENR000885,KOI000278,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-08-14,Student,Enrolled,71.0
ENR000886,KOI000279,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2024-12-22,Student,Enrolled,61.6
ENR000887,KOI000279,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-07-29,Student,Withdrawn,70.6
ENR000888,KOI000279,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-03-26,Student,Enrolled,89.3
ENR000889,KOI000279,WEB201_Semester_1_2024,WEB201,Semester 1 2024,2024-05-16,Student,Completed,84.8
ENR000890,KOI000279,COMP201_Semester_2_2024,COMP201,Semester 2 2024,2024-08-05,Student,Withdrawn,65.2
ENR000891,KOI000280,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-01-13,Student,Enrolled,
ENR000892,KOI000280,SEC401_Semester_2_2024,SEC401,Semester 2 2024,2024-08-28,Student,Enrolled,88.5
ENR000893,KOI000280,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-08-16,Student,Enrolled,
ENR000894,KOI000282,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2024-12-27,Student,Withdrawn,
ENR000895,KOI000282,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-10-24,Student,Enrolled,84.6
ENR000896,KOI000282,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-06-12,Student,Enrolled,
ENR000897,KOI000282,MATH101_Semester_1_2024,MATH101,Semester 1 2024,2024-06-08,Student,Enrolled,
ENR000898,KOI000283,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-04-30,Student,Enrolled,
ENR000899,KOI000283,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2025-01-14,Student,Withdrawn,83.3
ENR000900,KOI000283,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-08-14,Student,Enrolled,
ENR000901,KOI000283,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-11-07,Student,Completed,58.1
ENR000902,KOI000284,COMP301_Semester_2_2024,COMP301,Semester 2 2024,2024-10-26,Student,Enrolled,96.4
ENR000903,KOI000284,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-11-02,Student,Enrolled,
ENR000904,KOI000284,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-08-25,Student,Withdrawn,66.6
ENR000905,KOI000284,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-10-10,Student,Enrolled,64.5
ENR000906,KOI000286,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-05-18,Student,Completed,55.6
ENR000907,KOI000286,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-03-30,Student,Completed,57.0
ENR000908,KOI000286,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-05-22,Student,Withdrawn,
ENR000909,KOI000286,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-04-20,Student,Enrolled,92.0
ENR000910,KOI000286,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-09-14,Student,Completed,66.3
ENR000911,KOI000287,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2024-12-27,Student,Enrolled,
ENR000912,KOI000287,WEB201_Semester_1_2024,WEB201,Semester 1 2024,2024-04-07,Student,Enrolled,72.3
ENR000913,KOI000287,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-07-18,Student,Enrolled,69.7
ENR000914,KOI000287,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-04-04,Student,Completed,80.3
ENR000915,KOI000287,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-01-10,Student,Enrolled,68.1
ENR000916,KOI000290,MATH101_Semester_1_2024,MATH101,Semester 1 2024,2024-04-23,Student,Completed,64.2
ENR000917,KOI000290,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-05-08,Student,Enrolled,72.3
ENR000918,KOI000290,DATA301_Summer_2024/25,DATA301,Summer 2024/25,2025-02-15,Student,Withdrawn,
ENR000919,KOI000292,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-10-26,Student,Enrolled,98.5
ENR000920,KOI000292,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2025-01-16,Student,Completed,70.7
ENR000921,KOI000292,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-10,Student,Withdrawn,57.2
ENR000922,KOI000292,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-03-19,Student,Enrolled,93.4
ENR000923,KOI000292,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-03-21,Student,Enrolled,
ENR000924,KOI000293,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-03-07,Student,Enrolled,77.8
ENR000925,KOI000293,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-04-10,Student,Withdrawn,56.8
ENR000926,KOI000293,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2025-02-11,Student,Enrolled,64.5
ENR000927,KOI000293,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-06-08,Student,Completed,
ENR000928,KOI000293,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-12,Student,Enrolled,65.2
ENR000929,KOI000294,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2025-01-25,Student,Enrolled,
ENR000930,KOI000294,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2025-01-17,Student,Enrolled,91.7
ENR000931,KOI000294,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-01-09,Student,Completed,
ENR000932,KOI000294,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-11-04,Student,Enrolled,74.6
ENR000933,KOI000294,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-02-09,Student,Enrolled,
ENR000934,KOI000295,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-08-10,Student,Enrolled,78.3
ENR000935,KOI000295,COMP201_Semester_2_2024,COMP201,Semester 2 2024,2024-07-25,Student,Enrolled,73.8
ENR000936,KOI000295,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-01-21,Student,Enrolled,86.6
ENR000937,KOI000295,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2024-12-19,Student,Enrolled,58.1
ENR000938,KOI000296,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-06-09,Student,Enrolled,52.6
ENR000939,KOI000296,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2024-12-24,Student,Enrolled,95.6
ENR000940,KOI000296,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2025-02-17,Student,Enrolled,
ENR000941,KOI000297,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-03-21,Student,Enrolled,59.2
