grade_id,student_id,course_id,assessment_id,assessment_type,marks_obtained,max_marks,percentage,submitted_date,graded_date,feedback
GRD00005370,KOI000348,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A3,Assignment,78.5,100,87.7,2024-12-25 00:00:00,2025-01-07 00:00:00,Excellent work!
GRD00005371,KOI000348,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A4,Assignment,33.8,50,76.4,2024-12-31 00:00:00,2025-01-13 00:00:00,Needs improvement in analysis.
GRD00005372,KOI000348,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A5,Assignment,11.9,20,94.4,2024-12-24 00:00:00,2025-01-08 00:00:00,"Good effort, well done."
GRD00005373,KOI000348,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q1,Quiz,15.0,15,95.7,2025-01-30 00:00:00,2025-01-30 00:00:00,Auto-graded
GRD00005374,KOI000348,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q2,Quiz,24.6,30,79.6,2025-01-12 00:00:00,2025-01-12 00:00:00,Auto-graded
GRD00005375,KOI000348,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q3,Quiz,9.7,10,76.5,2025-02-06 00:00:00,2025-02-06 00:00:00,Auto-graded
GRD00005376,KOI000349,ACC201_Summer_2024/25,ACC201_Summer_2024/25_A1,Assignment,33.4,40,78.4,2024-12-20 00:00:00,2024-12-30 00:00:00,Satisfactory. Consider improvement in...
GRD00005377,KOI000349,ACC201_Summer_2024/25,ACC201_Summer_2024/25_A2,Assignment,21.0,30,75.2,2024-12-22 00:00:00,2025-01-03 00:00:00,Satisfactory. Consider improvement in...
GRD00005378,KOI000349,ACC201_Summer_2024/25,ACC201_Summer_2024/25_A3,Assignment,18.0,30,62.3,2025-02-01 00:00:00,2025-02-10 00:00:00,"Good effort, well done."
GRD00005379,KOI000349,ACC201_Summer_2024/25,ACC201_Summer_2024/25_A4,Assignment,24.5,30,96.3,2025-01-17 00:00:00,2025-01-29 00:00:00,Well researched and presented.
GRD00005380,KOI000349,ACC201_Summer_2024/25,ACC201_Summer_2024/25_A5,Assignment,67.6,100,77.3,2025-01-25 00:00:00,2025-02-04 00:00:00,"Good effort, well done."
GRD00005381,KOI000349,ACC201_Summer_2024/25,ACC201_Summer_2024/25_Q1,Quiz,7.5,10,84.5,2025-01-02 00:00:00,2025-01-02 00:00:00,Auto-graded
GRD00005382,KOI000349,ACC201_Summer_2024/25,ACC201_Summer_2024/25_Q2,Quiz,13.0,15,83.9,2024-12-26 00:00:00,2024-12-26 00:00:00,Auto-graded
GRD00005383,KOI000349,ACC201_Summer_2024/25,ACC201_Summer_2024/25_Q3,Quiz,19.6,20,77.4,2025-01-15 00:00:00,2025-01-15 00:00:00,Auto-graded
GRD00005384,KOI000349,ACC201_Summer_2024/25,ACC201_Summer_2024/25_Q4,Quiz,7.0,10,81.6,2025-01-22 00:00:00,2025-01-22 00:00:00,Auto-graded
GRD00005385,KOI000350,NET301_Semester_2_2024,NET301_Semester_2_2024_A3,Assignment,28.6,30,56.1,2024-09-27 00:00:00,2024-10-08 00:00:00,Needs improvement in analysis.
GRD00005386,KOI000350,NET301_Semester_2_2024,NET301_Semester_2_2024_Q1,Quiz,25.0,25,98.6,2024-08-05 00:00:00,2024-08-05 00:00:00,Auto-graded
GRD00005387,KOI000350,NET301_Semester_2_2024,NET301_Semester_2_2024_Q2,Quiz,7.9,10,82.4,2024-08-13 00:00:00,2024-08-13 00:00:00,Auto-graded
GRD00005388,KOI000350,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A1,Assignment,19.5,20,58.0,2024-12-16 00:00:00,2024-12-26 00:00:00,Excellent work!
GRD00005389,KOI000350,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A3,Assignment,10.8,20,98.7,2025-01-09 00:00:00,2025-01-15 00:00:00,Needs improvement in analysis.
GRD00005390,KOI000350,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A4,Assignment,23.3,25,50.9,2024-12-29 00:00:00,2025-01-12 00:00:00,Needs improvement in analysis.
GRD00005391,KOI000350,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A5,Assignment,18.2,25,88.8,2025-02-16 00:00:00,2025-02-22 00:00:00,Excellent work!
GRD00005392,KOI000350,BUS101_Summer_2024/25,BUS101_Summer_2024/25_Q1,Quiz,23.4,25,71.3,2025-01-31 00:00:00,2025-01-31 00:00:00,Auto-graded
GRD00005393,KOI000350,BUS101_Summer_2024/25,BUS101_Summer_2024/25_Q2,Quiz,12.6,20,89.7,2025-01-02 00:00:00,2025-01-02 00:00:00,Auto-graded
GRD00005394,KOI000351,NET301_Semester_2_2024,NET301_Semester_2_2024_A2,Assignment,85.0,100,91.3,2024-11-04 00:00:00,2024-11-21 00:00:00,Well researched and presented.
GRD00005395,KOI000351,NET301_Semester_2_2024,NET301_Semester_2_2024_A3,Assignment,27.9,30,81.9,2024-09-25 00:00:00,2024-10-05 00:00:00,Well researched and presented.
GRD00005396,KOI000351,NET301_Semester_2_2024,NET301_Semester_2_2024_Q1,Quiz,17.6,25,79.3,2024-08-05 00:00:00,2024-08-05 00:00:00,Auto-graded
GRD00005397,KOI000351,NET301_Semester_2_2024,NET301_Semester_2_2024_Q2,Quiz,9.0,10,88.5,2024-08-13 00:00:00,2024-08-13 00:00:00,Auto-graded
GRD00005398,KOI000351,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A2,Assignment,13.3,25,50.1,2024-10-25 00:00:00,2024-11-04 00:00:00,Satisfactory. Consider improvement in...
GRD00005399,KOI000351,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A3,Assignment,18.4,25,77.9,2024-08-11 00:00:00,2024-08-15 00:00:00,Excellent work!
GRD00005400,KOI000351,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A4,Assignment,21.7,30,85.6,2024-08-02 00:00:00,2024-08-15 00:00:00,"Good effort, well done."
GRD00005401,KOI000351,COMP401_Semester_2_2024,COMP401_Semester_2_2024_Q1,Quiz,14.6,15,97.3,2024-08-13 00:00:00,2024-08-13 00:00:00,Auto-graded
GRD00005402,KOI000351,COMP401_Semester_2_2024,COMP401_Semester_2_2024_Q3,Quiz,25.1,30,97.6,2024-07-27 00:00:00,2024-07-27 00:00:00,Auto-graded
GRD00005403,KOI000352,COMP101_Summer_2024/25,COMP101_Summer_2024/25_A2,Assignment,20.4,30,88.2,2025-01-08 00:00:00,2025-01-19 00:00:00,"Good effort, well done."
GRD00005404,KOI000352,COMP101_Summer_2024/25,COMP101_Summer_2024/25_A3,Assignment,18.8,30,72.3,2025-01-04 00:00:00,2025-01-07 00:00:00,"Good effort, well done."
GRD00005405,KOI000352,COMP101_Summer_2024/25,COMP101_Summer_2024/25_Q1,Quiz,21.6,25,80.8,2025-02-20 00:00:00,2025-02-20 00:00:00,Auto-graded
GRD00005406,KOI000352,COMP101_Summer_2024/25,COMP101_Summer_2024/25_Q2,Quiz,10.1,15,64.0,2025-01-13 00:00:00,2025-01-13 00:00:00,Auto-graded
GRD00005407,KOI000352,COMP101_Summer_2024/25,COMP101_Summer_2024/25_Q3,Quiz,16.2,20,77.3,2025-01-13 00:00:00,2025-01-13 00:00:00,Auto-graded
GRD00005408,KOI000352,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A2,Assignment,23.8,40,61.5,2025-02-16 00:00:00,2025-03-03 00:00:00,Needs improvement in analysis.
GRD00005409,KOI000352,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A3,Assignment,36.6,40,93.7,2025-02-03 00:00:00,2025-02-17 00:00:00,Excellent work!
GRD00005410,KOI000352,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A4,Assignment,26.9,30,64.3,2025-02-08 00:00:00,2025-02-22 00:00:00,Needs improvement in analysis.
GRD00005411,KOI000352,COMP301_Summer_2024/25,COMP301_Summer_2024/25_A5,Assignment,15.6,25,83.2,2024-12-28 00:00:00,2025-01-07 00:00:00,Well researched and presented.
GRD00005412,KOI000352,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q2,Quiz,22.0,25,88.9,2025-01-18 00:00:00,2025-01-18 00:00:00,Auto-graded
GRD00005413,KOI000352,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q3,Quiz,12.5,15,81.0,2025-01-01 00:00:00,2025-01-01 00:00:00,Auto-graded
GRD00005414,KOI000352,COMP301_Summer_2024/25,COMP301_Summer_2024/25_Q4,Quiz,21.5,25,62.2,2024-12-21 00:00:00,2024-12-21 00:00:00,Auto-graded
GRD00005415,KOI000352,BUS101_Semester_2_2024,BUS101_Semester_2_2024_A1,Assignment,29.0,30,65.5,2024-10-29 00:00:00,2024-11-12 00:00:00,Well researched and presented.
GRD00005416,KOI000352,BUS101_Semester_2_2024,BUS101_Semester_2_2024_A2,Assignment,17.0,20,73.7,2024-08-10 00:00:00,2024-08-19 00:00:00,Well researched and presented.
GRD00005417,KOI000352,BUS101_Semester_2_2024,BUS101_Semester_2_2024_A3,Assignment,30.5,40,89.7,2024-08-04 00:00:00,2024-08-11 00:00:00,Well researched and presented.
GRD00005418,KOI000352,BUS101_Semester_2_2024,BUS101_Semester_2_2024_A4,Assignment,21.6,40,61.2,2024-09-27 00:00:00,2024-10-09 00:00:00,Satisfactory. Consider improvement in...
GRD00005419,KOI000352,BUS101_Semester_2_2024,BUS101_Semester_2_2024_Q1,Quiz,14.6,20,91.4,2024-08-30 00:00:00,2024-08-30 00:00:00,Auto-graded
GRD00005420,KOI000352,BUS101_Semester_2_2024,BUS101_Semester_2_2024_Q3,Quiz,19.4,30,82.4,2024-10-03 00:00:00,2024-10-03 00:00:00,Auto-graded
GRD00005421,KOI000352,BUS101_Semester_2_2024,BUS101_Semester_2_2024_Q4,Quiz,13.4,20,98.1,2024-10-25 00:00:00,2024-10-25 00:00:00,Auto-graded
GRD00005422,KOI000352,COMM101_Summer_2024/25,COMM101_Summer_2024/25_A1,Assignment,32.6,40,54.4,2024-12-20 00:00:00,2024-12-30 00:00:00,"Good effort, well done."
GRD00005423,KOI000352,COMM101_Summer_2024/25,COMM101_Summer_2024/25_A2,Assignment,23.6,30,56.9,2025-01-23 00:00:00,2025-02-02 00:00:00,Needs improvement in analysis.
GRD00005424,KOI000352,COMM101_Summer_2024/25,COMM101_Summer_2024/25_A3,Assignment,27.5,30,64.6,2024-12-27 00:00:00,2025-01-10 00:00:00,Well researched and presented.
GRD00005425,KOI000352,COMM101_Summer_2024/25,COMM101_Summer_2024/25_Q1,Quiz,8.8,10,82.2,2025-01-09 00:00:00,2025-01-09 00:00:00,Auto-graded
GRD00005426,KOI000352,COMM101_Summer_2024/25,COMM101_Summer_2024/25_Q2,Quiz,13.9,15,91.8,2024-12-29 00:00:00,2024-12-29 00:00:00,Auto-graded
GRD00005427,KOI000352,COMM101_Summer_2024/25,COMM101_Summer_2024/25_Q4,Quiz,21.4,25,60.9,2025-02-03 00:00:00,2025-02-03 00:00:00,Auto-graded
GRD00005428,KOI000353,ACC201_Summer_2024/25,ACC201_Summer_2024/25_A2,Assignment,17.7,30,90.8,2024-12-19 00:00:00,2025-01-01 00:00:00,Excellent work!
GRD00005429,KOI000353,ACC201_Summer_2024/25,ACC201_Summer_2024/25_A3,Assignment,19.8,30,66.1,2025-01-30 00:00:00,2025-02-11 00:00:00,Satisfactory. Consider improvement in...
GRD00005430,KOI000353,ACC201_Summer_2024/25,ACC201_Summer_2024/25_A5,Assignment,88.4,100,88.1,2025-01-22 00:00:00,2025-02-02 00:00:00,Excellent work!
GRD00005431,KOI000353,ACC201_Summer_2024/25,ACC201_Summer_2024/25_A6,Assignment,89.2,100,99.5,2025-02-15 00:00:00,2025-02-26 00:00:00,Needs improvement in analysis.
GRD00005432,KOI000353,ACC201_Summer_2024/25,ACC201_Summer_2024/25_Q2,Quiz,12.8,15,74.1,2024-12-26 00:00:00,2024-12-26 00:00:00,Auto-graded
GRD00005433,KOI000353,ACC201_Summer_2024/25,ACC201_Summer_2024/25_Q3,Quiz,19.2,20,70.9,2025-01-15 00:00:00,2025-01-15 00:00:00,Auto-graded
GRD00005434,KOI000353,ACC201_Summer_2024/25,ACC201_Summer_2024/25_Q4,Quiz,7.9,10,86.9,2025-01-22 00:00:00,2025-01-22 00:00:00,Auto-graded
GRD00005435,KOI000353,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A1,Assignment,18.8,20,86.0,2024-05-19 00:00:00,2024-05-29 00:00:00,Satisfactory. Consider improvement in...
GRD00005436,KOI000353,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A2,Assignment,28.2,50,64.9,2024-03-29 00:00:00,2024-04-13 00:00:00,Excellent work!
GRD00005437,KOI000353,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A3,Assignment,16.8,25,72.8,2024-04-14 00:00:00,2024-04-20 00:00:00,Satisfactory. Consider improvement in...
GRD00005438,KOI000353,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A5,Assignment,18.6,20,62.8,2024-04-15 00:00:00,2024-04-22 00:00:00,"Good effort, well done."
GRD00005439,KOI000353,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A6,Assignment,29.3,40,83.8,2024-03-18 00:00:00,2024-03-29 00:00:00,Well researched and presented.
GRD00005440,KOI000353,FIN301_Semester_1_2024,FIN301_Semester_1_2024_Q1,Quiz,24.0,25,91.5,2024-04-16 00:00:00,2024-04-16 00:00:00,Auto-graded
GRD00005441,KOI000353,MGT301_Semester_2_2024,MGT301_Semester_2_2024_A1,Assignment,88.5,100,76.6,2024-09-02 00:00:00,2024-09-11 00:00:00,Excellent work!
GRD00005442,KOI000353,MGT301_Semester_2_2024,MGT301_Semester_2_2024_A2,Assignment,16.0,30,65.0,2024-09-10 00:00:00,2024-09-23 00:00:00,Excellent work!
GRD00005443,KOI000353,MGT301_Semester_2_2024,MGT301_Semester_2_2024_A3,Assignment,29.4,40,73.9,2024-10-23 00:00:00,2024-11-07 00:00:00,Needs improvement in analysis.
GRD00005444,KOI000353,MGT301_Semester_2_2024,MGT301_Semester_2_2024_Q2,Quiz,9.5,15,86.4,2024-10-27 00:00:00,2024-10-27 00:00:00,Auto-graded
GRD00005445,KOI000353,MGT301_Semester_2_2024,MGT301_Semester_2_2024_Q3,Quiz,18.4,30,93.7,2024-08-27 00:00:00,2024-08-27 00:00:00,Auto-graded
GRD00005446,KOI000354,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A1,Assignment,69.7,100,85.4,2024-08-30 00:00:00,2024-09-12 00:00:00,Well researched and presented.
GRD00005447,KOI000354,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A2,Assignment,15.9,25,57.6,2024-10-26 00:00:00,2024-11-03 00:00:00,Excellent work!
GRD00005448,KOI000354,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A3,Assignment,14.6,25,88.4,2024-08-12 00:00:00,2024-08-21 00:00:00,Well researched and presented.
GRD00005449,KOI000354,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A4,Assignment,27.1,30,89.1,2024-08-04 00:00:00,2024-08-08 00:00:00,"Good effort, well done."
GRD00005450,KOI000354,COMP401_Semester_2_2024,COMP401_Semester_2_2024_Q1,Quiz,10.2,15,97.2,2024-08-13 00:00:00,2024-08-13 00:00:00,Auto-graded
GRD00005451,KOI000354,COMP401_Semester_2_2024,COMP401_Semester_2_2024_Q2,Quiz,16.6,20,88.6,2024-10-02 00:00:00,2024-10-02 00:00:00,Auto-graded
GRD00005452,KOI000354,COMP401_Semester_2_2024,COMP401_Semester_2_2024_Q3,Quiz,21.9,30,77.8,2024-07-27 00:00:00,2024-07-27 00:00:00,Auto-graded
GRD00005453,KOI000354,MATH101_Semester_1_2024,MATH101_Semester_1_2024_A1,Assignment,34.5,50,60.3,2024-04-18 00:00:00,2024-04-26 00:00:00,Needs improvement in analysis.
GRD00005454,KOI000354,MATH101_Semester_1_2024,MATH101_Semester_1_2024_A2,Assignment,21.8,25,83.1,2024-05-26 00:00:00,2024-06-05 00:00:00,"Good effort, well done."
GRD00005455,KOI000354,MATH101_Semester_1_2024,MATH101_Semester_1_2024_A3,Assignment,13.0,20,73.1,2024-05-11 00:00:00,2024-05-19 00:00:00,Well researched and presented.
GRD00005456,KOI000354,MATH101_Semester_1_2024,MATH101_Semester_1_2024_A4,Assignment,98.3,100,53.6,2024-05-16 00:00:00,2024-05-21 00:00:00,Satisfactory. Consider improvement in...
GRD00005457,KOI000354,MATH101_Semester_1_2024,MATH101_Semester_1_2024_Q1,Quiz,12.8,15,84.3,2024-04-10 00:00:00,2024-04-10 00:00:00,Auto-graded
GRD00005458,KOI000354,MATH101_Semester_1_2024,MATH101_Semester_1_2024_Q2,Quiz,8.7,10,69.5,2024-04-30 00:00:00,2024-04-30 00:00:00,Auto-graded
GRD00005459,KOI000354,MATH101_Semester_1_2024,MATH101_Semester_1_2024_Q3,Quiz,22.7,30,94.4,2024-04-04 00:00:00,2024-04-04 00:00:00,Auto-graded
GRD00005460,KOI000354,MATH101_Semester_1_2024,MATH101_Semester_1_2024_Q4,Quiz,18.3,25,87.9,2024-04-28 00:00:00,2024-04-28 00:00:00,Auto-graded
GRD00005461,KOI000354,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A1,Assignment,79.0,100,88.1,2024-05-14 00:00:00,2024-05-18 00:00:00,Needs improvement in analysis.
GRD00005462,KOI000354,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A2,Assignment,17.4,25,99.6,2024-06-13 00:00:00,2024-06-15 00:00:00,Excellent work!
GRD00005463,KOI000354,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A3,Assignment,18.0,30,57.3,2024-04-04 00:00:00,2024-04-17 00:00:00,Excellent work!
GRD00005464,KOI000354,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A4,Assignment,21.5,40,62.9,2024-06-05 00:00:00,2024-06-17 00:00:00,Well researched and presented.
GRD00005465,KOI000354,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A5,Assignment,29.5,30,90.5,2024-03-25 00:00:00,2024-04-08 00:00:00,Satisfactory. Consider improvement in...
GRD00005466,KOI000354,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q1,Quiz,8.0,10,63.6,2024-05-14 00:00:00,2024-05-14 00:00:00,Auto-graded
GRD00005467,KOI000354,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q2,Quiz,22.4,30,94.5,2024-05-17 00:00:00,2024-05-17 00:00:00,Auto-graded
GRD00005468,KOI000354,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q3,Quiz,14.2,15,87.5,2024-05-18 00:00:00,2024-05-18 00:00:00,Auto-graded
GRD00005469,KOI000354,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q4,Quiz,25.6,30,86.8,2024-03-20 00:00:00,2024-03-20 00:00:00,Auto-graded
GRD00005470,KOI000355,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A1,Assignment,17.7,25,96.6,2024-09-17 00:00:00,2024-10-01 00:00:00,"Good effort, well done."
GRD00005471,KOI000355,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A2,Assignment,31.9,40,79.0,2024-10-06 00:00:00,2024-10-17 00:00:00,Well researched and presented.
GRD00005472,KOI000355,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A3,Assignment,21.2,40,68.0,2024-11-02 00:00:00,2024-11-10 00:00:00,Excellent work!
GRD00005473,KOI000355,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A4,Assignment,42.3,50,96.0,2024-07-26 00:00:00,2024-08-08 00:00:00,Needs improvement in analysis.
GRD00005474,KOI000355,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A5,Assignment,33.1,50,85.2,2024-09-04 00:00:00,2024-09-19 00:00:00,Well researched and presented.
GRD00005475,KOI000355,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q1,Quiz,8.3,10,68.7,2024-08-26 00:00:00,2024-08-26 00:00:00,Auto-graded
GRD00005476,KOI000355,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q2,Quiz,16.0,25,99.2,2024-09-24 00:00:00,2024-09-24 00:00:00,Auto-graded
GRD00005477,KOI000356,COMP401_Summer_2024/25,COMP401_Summer_2024/25_A1,Assignment,15.7,20,73.5,2025-02-17 00:00:00,2025-02-26 00:00:00,Excellent work!
GRD00005478,KOI000356,COMP401_Summer_2024/25,COMP401_Summer_2024/25_A3,Assignment,35.2,40,92.2,2025-02-12 00:00:00,2025-02-16 00:00:00,Satisfactory. Consider improvement in...
GRD00005479,KOI000356,COMP401_Summer_2024/25,COMP401_Summer_2024/25_Q1,Quiz,12.7,20,65.4,2024-12-30 00:00:00,2024-12-30 00:00:00,Auto-graded
GRD00005480,KOI000356,COMP401_Summer_2024/25,COMP401_Summer_2024/25_Q2,Quiz,9.4,15,70.6,2025-01-14 00:00:00,2025-01-14 00:00:00,Auto-graded
GRD00005481,KOI000356,COMP401_Summer_2024/25,COMP401_Summer_2024/25_Q3,Quiz,25.8,30,62.5,2025-02-17 00:00:00,2025-02-17 00:00:00,Auto-graded
GRD00005482,KOI000356,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A1,Assignment,18.0,20,87.6,2025-02-11 00:00:00,2025-02-21 00:00:00,Satisfactory. Consider improvement in...
GRD00005483,KOI000356,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A2,Assignment,16.0,20,57.8,2025-01-01 00:00:00,2025-01-09 00:00:00,"Good effort, well done."
GRD00005484,KOI000356,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A3,Assignment,26.5,40,74.5,2025-01-18 00:00:00,2025-02-01 00:00:00,Well researched and presented.
GRD00005485,KOI000356,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A5,Assignment,14.4,25,57.4,2025-02-02 00:00:00,2025-02-13 00:00:00,"Good effort, well done."
GRD00005486,KOI000356,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A6,Assignment,17.0,25,57.2,2025-01-22 00:00:00,2025-02-03 00:00:00,Needs improvement in analysis.
GRD00005487,KOI000356,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q1,Quiz,7.5,10,95.8,2024-12-26 00:00:00,2024-12-26 00:00:00,Auto-graded
GRD00005488,KOI000356,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q2,Quiz,19.2,20,86.0,2025-02-07 00:00:00,2025-02-07 00:00:00,Auto-graded
GRD00005489,KOI000356,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q3,Quiz,29.3,30,76.4,2025-01-20 00:00:00,2025-01-20 00:00:00,Auto-graded
GRD00005490,KOI000356,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A1,Assignment,92.5,100,74.9,2024-10-15 00:00:00,2024-10-23 00:00:00,Satisfactory. Consider improvement in...
GRD00005491,KOI000356,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A2,Assignment,14.5,20,57.5,2024-08-16 00:00:00,2024-08-19 00:00:00,Excellent work!
GRD00005492,KOI000356,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A3,Assignment,11.2,20,77.5,2024-10-03 00:00:00,2024-10-17 00:00:00,Excellent work!
GRD00005493,KOI000356,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A4,Assignment,15.7,30,77.0,2024-09-07 00:00:00,2024-09-16 00:00:00,Satisfactory. Consider improvement in...
GRD00005494,KOI000356,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A5,Assignment,48.5,50,87.5,2024-09-13 00:00:00,2024-09-24 00:00:00,Excellent work!
GRD00005495,KOI000356,COMP201_Semester_2_2024,COMP201_Semester_2_2024_Q1,Quiz,21.8,30,60.4,2024-10-10 00:00:00,2024-10-10 00:00:00,Auto-graded
GRD00005496,KOI000356,NET301_Semester_1_2024,NET301_Semester_1_2024_A1,Assignment,31.1,40,84.0,2024-06-09 00:00:00,2024-06-20 00:00:00,Needs improvement in analysis.
GRD00005497,KOI000356,NET301_Semester_1_2024,NET301_Semester_1_2024_A2,Assignment,98.3,100,62.7,2024-03-30 00:00:00,2024-04-04 00:00:00,Needs improvement in analysis.
GRD00005498,KOI000356,NET301_Semester_1_2024,NET301_Semester_1_2024_A3,Assignment,19.1,25,88.6,2024-03-28 00:00:00,2024-04-07 00:00:00,"Good effort, well done."
GRD00005499,KOI000356,NET301_Semester_1_2024,NET301_Semester_1_2024_A4,Assignment,22.3,25,64.8,2024-05-06 00:00:00,2024-05-12 00:00:00,"Good effort, well done."
GRD00005500,KOI000356,NET301_Semester_1_2024,NET301_Semester_1_2024_Q1,Quiz,13.9,15,77.7,2024-05-06 00:00:00,2024-05-06 00:00:00,Auto-graded
GRD00005501,KOI000356,NET301_Semester_1_2024,NET301_Semester_1_2024_Q2,Quiz,11.5,15,69.2,2024-03-12 00:00:00,2024-03-12 00:00:00,Auto-graded
GRD00005502,KOI000356,NET301_Semester_1_2024,NET301_Semester_1_2024_Q3,Quiz,20.8,25,94.4,2024-05-23 00:00:00,2024-05-23 00:00:00,Auto-graded
GRD00005503,KOI000356,NET301_Semester_1_2024,NET301_Semester_1_2024_Q4,Quiz,23.7,25,87.7,2024-05-28 00:00:00,2024-05-28 00:00:00,Auto-graded
GRD00005504,KOI000356,STAT201_Semester_2_2024,STAT201_Semester_2_2024_A1,Assignment,29.3,50,55.7,2024-08-26 00:00:00,2024-09-01 00:00:00,Excellent work!
GRD00005505,KOI000356,STAT201_Semester_2_2024,STAT201_Semester_2_2024_A3,Assignment,15.1,25,94.3,2024-10-21 00:00:00,2024-10-28 00:00:00,Satisfactory. Consider improvement in...
GRD00005506,KOI000356,STAT201_Semester_2_2024,STAT201_Semester_2_2024_A4,Assignment,21.0,40,98.2,2024-10-08 00:00:00,2024-10-18 00:00:00,Satisfactory. Consider improvement in...
GRD00005507,KOI000356,STAT201_Semester_2_2024,STAT201_Semester_2_2024_Q1,Quiz,15.0,25,78.9,2024-11-04 00:00:00,2024-11-04 00:00:00,Auto-graded
GRD00005508,KOI000356,STAT201_Semester_2_2024,STAT201_Semester_2_2024_Q2,Quiz,18.3,30,79.1,2024-08-23 00:00:00,2024-08-23 00:00:00,Auto-graded
GRD00005509,KOI000356,STAT201_Semester_2_2024,STAT201_Semester_2_2024_Q3,Quiz,16.5,20,66.6,2024-08-17 00:00:00,2024-08-17 00:00:00,Auto-graded
GRD00005510,KOI000358,CLOUD401_Summer_2024/25,CLOUD401_Summer_2024/25_A2,Assignment,15.9,20,72.5,2025-02-01 00:00:00,2025-02-11 00:00:00,Excellent work!
GRD00005511,KOI000358,CLOUD401_Summer_2024/25,CLOUD401_Summer_2024/25_A3,Assignment,21.9,25,96.8,2025-01-07 00:00:00,2025-01-17 00:00:00,Needs improvement in analysis.
GRD00005512,KOI000358,CLOUD401_Summer_2024/25,CLOUD401_Summer_2024/25_Q2,Quiz,23.8,30,88.8,2025-01-23 00:00:00,2025-01-23 00:00:00,Auto-graded
GRD00005513,KOI000358,CLOUD401_Summer_2024/25,CLOUD401_Summer_2024/25_Q3,Quiz,18.6,25,84.6,2024-12-27 00:00:00,2024-12-27 00:00:00,Auto-graded
GRD00005514,KOI000358,MKT201_Summer_2024/25,MKT201_Summer_2024/25_A1,Assignment,22.9,30,76.2,2024-12-20 00:00:00,2024-12-31 00:00:00,Needs improvement in analysis.
GRD00005515,KOI000358,MKT201_Summer_2024/25,MKT201_Summer_2024/25_A2,Assignment,67.3,100,82.7,2025-02-18 00:00:00,2025-02-28 00:00:00,Excellent work!
GRD00005516,KOI000358,MKT201_Summer_2024/25,MKT201_Summer_2024/25_A3,Assignment,18.0,20,80.6,2024-12-18 00:00:00,2024-12-25 00:00:00,Satisfactory. Consider improvement in...
